language	term	usage	original	wordsense	raw_freq
RU-RU	имитация	Negativterm	имитация	1	1

EN-US	reduction	Vorzugsterm	reduction	-1	-1
RU-RU	сокращение	Vorzugsterm	сокращение	1	301
RU-RU	снижение	Negativterm	снижение	1	141
RU-RU	уменьшение	Negativterm	уменьшение	1	43

EN-US	vehicle	Vorzugsterm	vehicle	-1	-1
RU-RU	автомобиль	Vorzugsterm	автомобиль	0	32
RU-RU	машина	Negativterm	машина	0	19

EN-US	accident	Vorzugsterm	accident	-1	-1
RU-RU	авария	Vorzugsterm	авария	2	44
RU-RU	катастрофа	Negativterm	катастрофа	2	9

EN-US	allegedly	Vorzugsterm	allegedly	-1	-1
RU-RU	якобы	Vorzugsterm	якобы	2	37
RU-RU	как	Negativterm	как	2	3

EN-US	tank	Vorzugsterm	tank	-1	-1
RU-RU	танк	Vorzugsterm	танк	1	71
RU-RU	цистерна	Negativterm	цистерна	1	2

EN-US	select	Vorzugsterm	select	-1	-1
RU-RU	выбирать	Vorzugsterm	выбирать	0	62
RU-RU	избирать	Negativterm	избирать	0	4

EN-US	activism	Vorzugsterm	activism	-1	-1
RU-RU	активность	Vorzugsterm	активность	0	27
RU-RU	деятельность	Negativterm	деятельность	0	5

EN-US	steady	Vorzugsterm	steady	-1	-1
RU-RU	устойчивый	Vorzugsterm	устойчивый	2	49
RU-RU	стабильный	Negativterm	стабильный	2	19

EN-US	riot	Vorzugsterm	riot	-1	-1
RU-RU	бунт	Vorzugsterm	бунт	0	24
RU-RU	восстание	Negativterm	восстание	0	3

EN-US	resist	Vorzugsterm	resist	-1	-1
RU-RU	сопротивление	Vorzugsterm	сопротивление	0	24
RU-RU	противодействие	Negativterm	противодействие	0	3

EN-US	theft	Vorzugsterm	theft	-1	-1
RU-RU	кража	Vorzugsterm	кража	0	18
RU-RU	воровство	Negativterm	воровство	0	9

EN-US	explicit	Vorzugsterm	explicit	-1	-1
RU-RU	явный	Vorzugsterm	явный	0	33
RU-RU	откровенный	Negativterm	откровенный	0	7
RU-RU	ясный	Negativterm	ясный	0	4

EN-US	cabinet	Vorzugsterm	cabinet	-1	-1
RU-RU	кабинет	Vorzugsterm	кабинет	3	94
RU-RU	правительство	Negativterm	правительство	3	10

EN-US	consolidate	Vorzugsterm	consolidate	-1	-1
RU-RU	укреплять	Vorzugsterm	укреплять	0	29
RU-RU	упрочивать	Negativterm	упрочивать	0	1

EN-US	virtually	Vorzugsterm	virtually	-1	-1
RU-RU	практически	Vorzugsterm	практически	1	223
RU-RU	фактически	Negativterm	фактически	1	67

EN-US	proclaim	Vorzugsterm	proclaim	-1	-1
RU-RU	заявлять	Vorzugsterm	заявлять	0	32
RU-RU	объявлять	Negativterm	объявлять	0	23

EN-US	superbly	Vorzugsterm	superbly	-1	-1
RU-RU	отлично	Vorzugsterm	отлично	3	1
RU-RU	великолепно	Negativterm	великолепно	3	1

EN-US	happily	Vorzugsterm	happily	-1	-1
RU-RU	весело	Vorzugsterm	весело	0	2
RU-RU	радостно	Negativterm	радостно	0	2

EN-US	ingredient	Vorzugsterm	ingredient	-1	-1
RU-RU	ингредиент	Vorzugsterm	ингредиент	0	47
RU-RU	компонент	Negativterm	компонент	0	18

EN-US	wonderful	Vorzugsterm	wonderful	-1	-1
RU-RU	прекрасный	Vorzugsterm	прекрасный	1	9
RU-RU	замечательный	Negativterm	замечательный	1	8
RU-RU	изумительный	Negativterm	изумительный	1	1

EN-US	highly	Vorzugsterm	highly	-1	-1
RU-RU	очень	Vorzugsterm	очень	0	106
RU-RU	крайне	Negativterm	крайне	0	92
RU-RU	весьма	Negativterm	весьма	0	57
RU-RU	сильно	Negativterm	сильно	0	29
RU-RU	чрезвычайно	Negativterm	чрезвычайно	0	21
RU-RU	излишне	Negativterm	излишне	0	2

EN-US	improvement	Vorzugsterm	improvement	-1	-1
RU-RU	улучшение	Vorzugsterm	улучшение	0	194
RU-RU	совершенствование	Negativterm	совершенствование	0	16

EN-US	depreciation	Vorzugsterm	depreciation	-1	-1
RU-RU	обесценивание	Vorzugsterm	обесценивание	0	56
RU-RU	обесценение	Negativterm	обесценение	0	2

EN-US	motor	Vorzugsterm	motor	-1	-1
RU-RU	двигатель	Vorzugsterm	двигатель	0	18
RU-RU	мотор	Negativterm	мотор	0	6

EN-US	burden	Vorzugsterm	burden	-1	-1
RU-RU	бремя	Vorzugsterm	бремя	1	368
RU-RU	обуза	Negativterm	обуза	1	4

EN-US	customer	Vorzugsterm	customer	-1	-1
RU-RU	клиент	Vorzugsterm	клиент	0	141
RU-RU	заказчик	Negativterm	заказчик	0	8

EN-US	professional	Vorzugsterm	professional	-1	-1
RU-RU	профессиональный	Vorzugsterm	профессиональный	1	200
RU-RU	квалифицированный	Negativterm	квалифицированный	1	1

EN-US	apparent	Vorzugsterm	apparent	-1	-1
RU-RU	очевидный	Vorzugsterm	очевидный	0	120
RU-RU	явный	Negativterm	явный	0	23
RU-RU	ясный	Negativterm	ясный	0	3
RU-RU	бесспорный	Negativterm	бесспорный	0	2

EN-US	rebind	Vorzugsterm	rebind	-1	-1
RU-RU	восстановление	Vorzugsterm	восстановление	0	11
RU-RU	возрождение	Negativterm	возрождение	0	1

EN-US	intentionally	Vorzugsterm	intentionally	-1	-1
RU-RU	намеренно	Vorzugsterm	намеренно	0	6
RU-RU	умышленно	Negativterm	умышленно	0	3
RU-RU	сознательно	Negativterm	сознательно	0	2

EN-US	accumulation	Vorzugsterm	accumulation	-1	-1
RU-RU	накопление	Vorzugsterm	накопление	1	77
RU-RU	аккумуляция	Negativterm	аккумуляция	1	3

EN-US	scream	Vorzugsterm	scream	-1	-1
RU-RU	кричать	Vorzugsterm	кричать	0	12
RU-RU	орать	Negativterm	орать	0	1

EN-US	thwart	Vorzugsterm	thwart	-1	-1
RU-RU	помешать	Vorzugsterm	помешать	0	14
RU-RU	воспрепятствовать	Negativterm	воспрепятствовать	0	3

EN-US	escape	Vorzugsterm	escape	-1	-1
RU-RU	избегать	Vorzugsterm	избегать	3	82
RU-RU	уходить	Negativterm	уходить	3	2

EN-US	confrontation	Vorzugsterm	confrontation	-1	-1
RU-RU	конфронтация	Vorzugsterm	конфронтация	0	231
RU-RU	противостояние	Negativterm	противостояние	0	37
RU-RU	конфликт	Negativterm	конфликт	0	5

EN-US	smart	Vorzugsterm	smart	-1	-1
RU-RU	умный	Vorzugsterm	умный	0	150
RU-RU	разумный	Negativterm	разумный	0	28

EN-US	bargain	Vorzugsterm	bargain	-1	-1
RU-RU	сделка	Vorzugsterm	сделка	1	66
RU-RU	соглашение	Negativterm	соглашение	1	4
RU-RU	договор	Negativterm	договор	1	4

EN-US	cinema	Vorzugsterm	cinema	-1	-1
RU-RU	кинотеатр	Vorzugsterm	кинотеатр	0	8
RU-RU	кино	Negativterm	кино	0	1

EN-US	dire	Vorzugsterm	dire	-1	-1
RU-RU	ужасный	Vorzugsterm	ужасный	0	15
RU-RU	страшный	Negativterm	страшный	0	14

EN-US	prophecy	Vorzugsterm	prophecy	-1	-1
RU-RU	предсказание	Vorzugsterm	предсказание	2	5
RU-RU	прогноз	Negativterm	прогноз	2	1

EN-US	cyclical	Vorzugsterm	cyclical	-1	-1
RU-RU	циклический	Vorzugsterm	циклический	0	68
RU-RU	цикличный	Negativterm	цикличный	0	18

EN-US	substitute	Vorzugsterm	substitute	-1	-1
RU-RU	заменять	Vorzugsterm	заменять	0	47
RU-RU	замещать	Negativterm	замещать	0	4

EN-US	rotten	Vorzugsterm	rotten	-1	-1
RU-RU	тухлый	Vorzugsterm	тухлый	0	1
RU-RU	гнилой	Negativterm	гнилой	0	1

EN-US	decree	Vorzugsterm	decree	-1	-1
RU-RU	указ	Vorzugsterm	указ	0	35
RU-RU	постановление	Negativterm	постановление	0	6

EN-US	principally	Vorzugsterm	principally	-1	-1
RU-RU	основной	Vorzugsterm	основной	0	3
RU-RU	главный	Negativterm	главный	0	1

EN-US	plastic	Vorzugsterm	plastic	-1	-1
RU-RU	пластмасса	Vorzugsterm	пластмасса	0	19
RU-RU	пластик	Negativterm	пластик	0	12

EN-US	tag	Vorzugsterm	tag	-1	-1
RU-RU	ярлык	Vorzugsterm	ярлык	0	2
RU-RU	бирка	Negativterm	бирка	0	1

EN-US	hot	Vorzugsterm	hot	-1	-1
RU-RU	горячий	Vorzugsterm	горячий	0	72
RU-RU	жаркий	Negativterm	жаркий	0	18

EN-US	gallantry	Vorzugsterm	gallantry	-1	-1
RU-RU	учтивость	Vorzugsterm	учтивость	0	1
RU-RU	галантность	Negativterm	галантность	0	1

EN-US	legitimization	Vorzugsterm	legitimization	-1	-1
RU-RU	легитимация	Vorzugsterm	легитимация	0	5
RU-RU	легитимизация	Negativterm	легитимизация	0	1

EN-US	unprecedented	Vorzugsterm	unprecedented	-1	-1
RU-RU	беспрецедентный	Vorzugsterm	беспрецедентный	0	323
RU-RU	небывалый	Negativterm	небывалый	0	5
RU-RU	невиданный	Negativterm	невиданный	0	5

EN-US	familiar	Vorzugsterm	familiar	-1	-1
RU-RU	знакомый	Vorzugsterm	знакомый	0	72
RU-RU	известный	Negativterm	известный	0	9

EN-US	ridiculous	Vorzugsterm	ridiculous	-1	-1
RU-RU	смехотворный	Vorzugsterm	смехотворный	0	5
RU-RU	смешной	Negativterm	смешной	0	5

EN-US	constant	Vorzugsterm	constant	-1	-1
RU-RU	постоянный	Vorzugsterm	постоянный	0	109
RU-RU	перманентный	Negativterm	перманентный	0	1

EN-US	prostitute	Vorzugsterm	prostitute	-1	-1
RU-RU	проститутка	Vorzugsterm	проститутка	1	14
RU-RU	шлюха	Negativterm	шлюха	1	1

EN-US	remarkable	Vorzugsterm	remarkable	-1	-1
RU-RU	поразительный	Vorzugsterm	поразительный	0	46
RU-RU	замечательный	Negativterm	замечательный	0	43

EN-US	gloom	Vorzugsterm	gloom	-1	-1
RU-RU	мрак	Vorzugsterm	мрак	0	7
RU-RU	тьма	Negativterm	тьма	0	1

EN-US	bloody	Vorzugsterm	bloody	-1	-1
RU-RU	кровавый	Vorzugsterm	кровавый	1	135
RU-RU	окровавленный	Negativterm	окровавленный	1	2

EN-US	arbitration	Vorzugsterm	arbitration	-1	-1
RU-RU	арбитражный	Vorzugsterm	арбитражный	0	12
RU-RU	третейский	Negativterm	третейский	0	3

EN-US	feature	Vorzugsterm	feature	-1	-1
RU-RU	особенность	Vorzugsterm	особенность	0	83
RU-RU	черта	Negativterm	черта	0	44
RU-RU	свойство	Negativterm	свойство	0	3

EN-US	loyalist	Vorzugsterm	loyalist	-1	-1
RU-RU	сторонник	Vorzugsterm	сторонник	0	14
RU-RU	приверженец	Negativterm	приверженец	0	7

EN-US	rebellion	Vorzugsterm	rebellion	-1	-1
RU-RU	восстание	Vorzugsterm	восстание	0	60
RU-RU	бунт	Negativterm	бунт	0	10
RU-RU	мятеж	Negativterm	мятеж	0	8

EN-US	honor	Vorzugsterm	honor	-1	-1
RU-RU	честь	Vorzugsterm	честь	3	62
RU-RU	слава	Negativterm	слава	3	2

EN-US	script	Vorzugsterm	script	-1	-1
RU-RU	сценарий	Vorzugsterm	сценарий	3	23
RU-RU	скрипт	Negativterm	скрипт	3	4

EN-US	situate	Vorzugsterm	situate	-1	-1
RU-RU	находиться	Vorzugsterm	находиться	2	8
RU-RU	располагаться	Negativterm	располагаться	2	3

EN-US	pundit	Vorzugsterm	pundit	-1	-1
RU-RU	эксперт	Vorzugsterm	эксперт	0	38
RU-RU	знаток	Negativterm	знаток	0	5

EN-US	prolong	Vorzugsterm	prolong	-1	-1
RU-RU	длительный	Vorzugsterm	длительный	0	49
RU-RU	продолжительный	Negativterm	продолжительный	0	37

EN-US	edge	Vorzugsterm	edge	-1	-1
RU-RU	край	Vorzugsterm	край	3	22
RU-RU	грань	Negativterm	грань	3	10

EN-US	accumulate	Vorzugsterm	accumulate	-1	-1
RU-RU	накапливать	Vorzugsterm	накапливать	0	62
RU-RU	накоплять	Negativterm	накоплять	0	39
RU-RU	аккумулировать	Negativterm	аккумулировать	0	9

EN-US	margin	Vorzugsterm	margin	-1	-1
RU-RU	предел	Vorzugsterm	предел	2	11
RU-RU	граница	Negativterm	граница	2	4
RU-RU	край	Negativterm	край	2	3

EN-US	disappear	Vorzugsterm	disappear	-1	-1
RU-RU	исчезать	Vorzugsterm	исчезать	0	183
RU-RU	пропадать	Negativterm	пропадать	0	5

EN-US	controversy	Vorzugsterm	controversy	-1	-1
RU-RU	спор	Vorzugsterm	спор	0	24
RU-RU	полемика	Negativterm	полемика	0	5
RU-RU	дискуссия	Negativterm	дискуссия	0	4

EN-US	elsewhere	Vorzugsterm	elsewhere	-1	-1
RU-RU	другой	Vorzugsterm	другой	1	73
RU-RU	остальной	Negativterm	остальной	1	4
RU-RU	иной	Negativterm	иной	1	2

EN-US	odd	Vorzugsterm	odd	-1	-1
RU-RU	странный	Vorzugsterm	странный	0	34
RU-RU	необычный	Negativterm	необычный	0	3

EN-US	considerably	Vorzugsterm	considerably	-1	-1
RU-RU	значительно	Vorzugsterm	значительно	1	72
RU-RU	существенно	Negativterm	существенно	1	9
RU-RU	намного	Negativterm	намного	1	4

EN-US	autopsy	Vorzugsterm	autopsy	-1	-1
RU-RU	аутопсия	Vorzugsterm	аутопсия	0	4
RU-RU	вскрытие	Negativterm	вскрытие	0	2

EN-US	variable	Vorzugsterm	variable	-1	-1
RU-RU	переменный	Vorzugsterm	переменный	0	28
RU-RU	изменчивый	Negativterm	изменчивый	0	4

EN-US	gross	Vorzugsterm	gross	-1	-1
RU-RU	валовой	Vorzugsterm	валовой	0	31
RU-RU	валовый	Negativterm	валовый	0	22

EN-US	probability	Vorzugsterm	probability	-1	-1
RU-RU	вероятность	Vorzugsterm	вероятность	0	73
RU-RU	возможность	Negativterm	возможность	0	4

EN-US	curve	Vorzugsterm	curve	-1	-1
RU-RU	кривой	Vorzugsterm	кривой	0	19
RU-RU	изогнутый	Negativterm	изогнутый	0	1

EN-US	talent	Vorzugsterm	talent	-1	-1
RU-RU	талант	Vorzugsterm	талант	4	172
RU-RU	способность	Negativterm	способность	4	4

EN-US	saudi	Vorzugsterm	saudi	-1	-1
RU-RU	саудовец	Vorzugsterm	саудовец	0	2
RU-RU	саудит	Negativterm	саудит	0	1

EN-US	tradesman	Vorzugsterm	tradesman	-1	-1
RU-RU	специалист	Vorzugsterm	специалист	0	1
RU-RU	мастер	Negativterm	мастер	0	1

EN-US	skilled	Vorzugsterm	skilled	-1	-1
RU-RU	квалифицированный	Vorzugsterm	квалифицированный	1	63
RU-RU	профессиональный	Negativterm	профессиональный	1	2

EN-US	crucial	Vorzugsterm	crucial	-1	-1
RU-RU	важный	Vorzugsterm	важный	0	110
RU-RU	существенный	Negativterm	существенный	0	1

EN-US	alliance	Vorzugsterm	alliance	-1	-1
RU-RU	альянс	Vorzugsterm	альянс	0	410
RU-RU	союз	Negativterm	союз	0	276
RU-RU	объединение	Negativterm	объединение	0	6

EN-US	adversary	Vorzugsterm	adversary	-1	-1
RU-RU	противник	Vorzugsterm	противник	2	80
RU-RU	соперник	Negativterm	соперник	2	2

EN-US	incentive	Vorzugsterm	incentive	-1	-1
RU-RU	стимул	Vorzugsterm	стимул	0	463
RU-RU	мотивация	Negativterm	мотивация	0	8

EN-US	opt	Vorzugsterm	opt	-1	-1
RU-RU	выбирать	Vorzugsterm	выбирать	0	27
RU-RU	избирать	Negativterm	избирать	0	3

EN-US	fulfill	Vorzugsterm	fulfill	-1	-1
RU-RU	выполнять	Vorzugsterm	выполнять	1	113
RU-RU	исполнять	Negativterm	исполнять	1	6
RU-RU	осуществлять	Negativterm	осуществлять	1	6

EN-US	creature	Vorzugsterm	creature	-1	-1
RU-RU	существо	Vorzugsterm	существо	0	17
RU-RU	создание	Negativterm	создание	0	7

EN-US	scar	Vorzugsterm	scar	-1	-1
RU-RU	шрам	Vorzugsterm	шрам	0	13
RU-RU	рубец	Negativterm	рубец	0	1

EN-US	ruthless	Vorzugsterm	ruthless	-1	-1
RU-RU	беспощадный	Vorzugsterm	беспощадный	0	9
RU-RU	жестокий	Negativterm	жестокий	0	7

EN-US	rascal	Vorzugsterm	rascal	-1	-1
RU-RU	жулик	Vorzugsterm	жулик	1	1
RU-RU	мошенник	Negativterm	мошенник	1	1

EN-US	betrayal	Vorzugsterm	betrayal	-1	-1
RU-RU	предательство	Vorzugsterm	предательство	0	36
RU-RU	измена	Negativterm	измена	0	5

EN-US	narcissism	Vorzugsterm	narcissism	-1	-1
RU-RU	нарциссизм	Vorzugsterm	нарциссизм	1	9
RU-RU	самолюбование	Negativterm	самолюбование	1	1

EN-US	extraordinarily	Vorzugsterm	extraordinarily	-1	-1
RU-RU	чрезвычайно	Vorzugsterm	чрезвычайно	0	32
RU-RU	необычайно	Negativterm	необычайно	0	15
RU-RU	очень	Negativterm	очень	0	4

EN-US	adjust	Vorzugsterm	adjust	-1	-1
RU-RU	приспосабливаться	Vorzugsterm	приспосабливаться	0	25
RU-RU	адаптироваться	Negativterm	адаптироваться	0	8
